# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
NCAM2	NCAM2	NM_001352596.2	protein_coding	0	0	1	824	1	0	0	0	0	0	0	4	0	811	1	0	0	0	0	0	0	8
NCAM2	NCAM2	NM_001352597.2	protein_coding	0	0	1	447	1	0	0	0	0	0	0	8	0	426	1	0	0	0	0	0	0	12
NCAM2	NCAM2	NM_004540.5	protein_coding	0	0	1	992	2	0	0	0	0	0	0	7	0	975	1	0	0	0	0	0	0	8
NDUFV3	NDUFV3	NM_001001503.2	protein_coding	0	1	2	74	11	0	0	0	0	0	0	14	0	36	2	0	0	0	2	0	0	14
NDUFV3	NDUFV3	NM_021075.4	protein_coding	1	3	4	69	11	0	0	0	0	0	0	14	0	31	4	0	0	0	2	1	2	14
NRIP1	NRIP1	NM_003489.4	protein_coding	0	1	1	101	7	0	0	0	0	0	0	9	0	71	1	0	0	0	0	0	1	14
OLIG1	OLIG1	NM_138983.3	protein_coding	0	0	0	13	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	7
OLIG2	OLIG2	NM_005806.4	protein_coding	0	1	0	10	2	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0	1	1
PAXBP1	PAXBP1	NM_013329.4	protein_coding	0	1	0	43	0	0	0	0	0	0	0	2	0	33	0	0	0	0	1	0	0	9
PAXBP1	PAXBP1	NM_016631.4	protein_coding	0	1	0	48	0	0	0	0	0	0	0	4	0	36	0	0	0	0	1	0	0	9
PAXBP1	PAXBP1	NR_027873.1		0	1	0	48	0	0	0	0	0	0	0	4	0	36	0	0	0	0	1	0	0	9
PAXBP1-AS1	PAXBP1-AS1	NR_038879.1		0	0	0	18	0	0	0	0	0	0	0	6	0	6	0	1	0	0	0	0	0	5
PAXBP1-AS1	PAXBP1-AS1	NR_038880.1		0	0	0	11	0	0	0	0	0	0	0	3	0	2	0	1	0	0	0	0	0	5
PCBP3	PCBP3	NM_001130141.1	protein_coding	0	1	0	231	1	0	0	0	0	0	0	12	0	214	0	0	0	0	0	0	1	4
PCBP3	PCBP3	NM_001348238.2	protein_coding	0	1	0	407	1	0	0	0	0	0	0	12	0	390	0	0	0	0	0	0	1	4
PCBP3	PCBP3	NM_001348239.2	protein_coding	0	1	0	407	1	0	0	0	0	0	0	12	0	390	0	0	0	0	0	0	1	4
PCBP3	PCBP3	NM_001348240.2	protein_coding	0	1	0	407	1	0	0	0	0	0	0	12	0	390	0	0	0	0	0	0	1	4
PCBP3	PCBP3	NM_001348241.1	protein_coding	1	1	0	385	1	0	0	0	0	0	0	12	0	366	0	0	0	0	0	1	1	6
PCBP3	PCBP3	NM_001348242.1	protein_coding	0	1	0	386	1	0	0	0	0	0	0	12	0	367	0	0	0	0	0	0	1	6
PCBP3	PCBP3	NM_001348243.1	protein_coding	0	1	0	335	1	0	0	0	0	0	0	12	0	318	0	0	0	0	0	0	1	4
PCBP3	PCBP3	NM_001348244.2	protein_coding	0	1	0	232	1	0	0	0	0	0	0	12	0	215	0	0	0	0	0	0	1	4
PCBP3	PCBP3	NM_001348245.2	protein_coding	0	1	0	232	1	0	0	0	0	0	0	12	0	215	0	0	0	0	0	0	1	4
PCBP3	PCBP3	NM_020528.2	protein_coding	0	1	0	231	1	0	0	0	0	0	0	12	0	214	0	0	0	0	0	0	1	4
PCBP3	PCBP3	NR_145492.1		0	0	0	387	0	0	0	0	0	0	0	12	0	367	0	2	0	0	0	0	0	6
PCBP3	PCBP3	NR_145493.2		0	0	0	233	0	0	0	0	0	0	0	12	0	215	0	2	0	0	0	0	0	4
PCBP3-AS1	PCBP3-AS1	NR_038876.1		0	0	0	29	0	0	0	0	0	0	0	10	0	9	0	4	0	0	0	0	0	6
PCNT	PCNT	NM_001315529.2	protein_coding	0	14	15	256	0	0	0	0	0	0	0	1	0	252	15	0	0	0	5	0	10	7
PCNT	PCNT	NM_006031.6	protein_coding	0	14	16	256	0	0	0	0	0	0	0	1	0	251	16	0	0	0	5	0	10	8
PCP4	PCP4	NM_006198.3	protein_coding	0	0	0	161	0	0	0	0	0	0	0	17	0	128	0	0	0	0	0	0	0	16
PCSEAT	PCSEAT	NR_164474.1		0	0	0	14	0	0	0	0	0	0	0	7	0	0	0	2	0	0	0	0	0	5
PDE9A	PDE9A	NM_001001567.1	protein_coding	0	4	1	296	2	0	0	0	0	0	0	9	0	271	1	0	0	0	0	0	4	14
PDE9A	PDE9A	NM_001001568.1	protein_coding	0	4	1	296	2	0	0	0	0	0	0	9	0	271	1	0	0	0	0	0	4	14
PDE9A	PDE9A	NM_001001569.1	protein_coding	0	4	1	296	2	0	0	0	0	0	0	9	0	271	1	0	0	0	0	0	4	14
PDE9A	PDE9A	NM_001001570.1	protein_coding	0	4	1	296	2	0	0	0	0	0	0	9	0	271	1	0	0	0	0	0	4	14
PDE9A	PDE9A	NM_001001571.1	protein_coding	0	4	1	296	2	0	0	0	0	0	0	9	0	271	1	0	0	0	0	0	4	14
PDE9A	PDE9A	NM_001001572.1	protein_coding	0	4	1	296	2	0	0	0	0	0	0	9	0	271	1	0	0	0	0	0	4	14
PDE9A	PDE9A	NM_001001573.1	protein_coding	0	4	1	296	2	0	0	0	0	0	0	9	0	271	1	0	0	0	0	0	4	14
PDE9A	PDE9A	NM_001001574.1	protein_coding	0	4	1	296	2	0	0	0	0	0	0	9	0	271	1	0	0	0	0	0	4	14
PDE9A	PDE9A	NM_001001575.1	protein_coding	0	4	1	296	2	0	0	0	0	0	0	9	0	271	1	0	0	0	0	0	4	14
PDE9A	PDE9A	NM_001001576.1	protein_coding	0	4	1	296	2	0	0	0	0	0	0	9	0	271	1	0	0	0	0	0	4	14
PDE9A	PDE9A	NM_001001577.1	protein_coding	0	4	1	296	2	0	0	0	0	0	0	9	0	271	1	0	0	0	0	0	4	14
PDE9A	PDE9A	NM_001001578.1	protein_coding	0	4	1	296	2	0	0	0	0	0	0	9	0	271	1	0	0	0	0	0	4	14
PDE9A	PDE9A	NM_001001579.1	protein_coding	0	4	1	296	2	0	0	0	0	0	0	9	0	271	1	0	0	0	0	0	4	14
PDE9A	PDE9A	NM_001001580.1	protein_coding	0	4	1	296	2	0	0	0	0	0	0	9	0	271	1	0	0	0	0	0	4	14
PDE9A	PDE9A	NM_001001581.1	protein_coding	0	4	1	296	2	0	0	0	0	0	0	9	0	271	1	0	0	0	0	0	4	14
PDE9A	PDE9A	NM_001001582.1	protein_coding	0	4	1	296	2	0	0	0	0	0	0	9	0	271	1	0	0	0	0	0	4	14
PDE9A	PDE9A	NM_001001583.1	protein_coding	0	4	1	296	2	0	0	0	0	0	0	9	0	271	1	0	0	0	0	0	4	14
PDE9A	PDE9A	NM_001001584.2	protein_coding	0	4	1	296	2	0	0	0	0	0	0	9	0	271	1	0	0	0	0	0	4	14
PDE9A	PDE9A	NM_001001585.1	protein_coding	0	4	1	296	2	0	0	0	0	0	0	9	0	271	1	0	0	0	0	0	4	14
PDE9A	PDE9A	NM_001315533.1	protein_coding	0	4	1	296	2	0	0	0	0	0	0	9	0	271	1	0	0	0	0	0	4	14
PDE9A	PDE9A	NM_002606.3	protein_coding	0	4	1	296	2	0	0	0	0	0	0	9	0	271	1	0	0	0	0	0	4	14
PDXK	PDXK	NM_001331030.2	protein_coding	0	3	0	71	18	0	1	0	0	0	0	8	0	36	0	0	0	0	1	0	2	9
PDXK	PDXK	NM_003681.5	protein_coding	0	3	0	106	18	0	0	0	0	0	0	8	0	71	0	0	0	0	1	0	2	10
PFKL	PFKL	NM_001002021.3	protein_coding	1	3	1	88	1	0	0	0	0	0	0	6	0	73	1	0	0	0	1	1	2	9
PFKL	PFKL	NM_002626.6	protein_coding	0	2	1	90	1	0	0	0	0	0	0	6	0	75	1	0	0	0	1	0	1	9
PICSAR	PICSAR	NR_024089.2		0	0	0	30	0	0	0	0	0	0	0	15	0	7	0	3	0	0	0	0	0	5
PIGP	PIGP	NM_001320480.1	protein_coding	0	1	0	41	1	0	1	0	0	0	0	4	0	17	0	0	0	0	1	0	0	19
PIGP	PIGP	NM_016430.3	protein_coding	0	1	0	41	1	0	1	0	0	0	0	4	0	17	0	0	0	0	1	0	0	19
PIGP	PIGP	NM_153681.2	protein_coding	0	3	1	39	1	2	4	0	0	0	0	4	0	12	1	0	0	0	1	0	0	19
PIGP	PIGP	NM_153682.2	protein_coding	0	1	0	41	1	0	1	0	0	0	0	4	0	17	0	0	0	0	1	0	0	19
PKNOX1	PKNOX1	NM_001286258.1	protein_coding	0	1	0	200	12	1	1	0	0	0	0	4	0	178	0	0	0	0	0	0	0	5
PKNOX1	PKNOX1	NM_001320694.2	protein_coding	0	2	0	199	12	1	1	0	0	0	0	4	0	177	0	0	0	0	0	0	1	5
PKNOX1	PKNOX1	NM_004571.5	protein_coding	0	2	0	199	12	1	1	0	0	0	0	4	0	177	0	0	0	0	0	0	1	5
PLAC4	PLAC4	NR_148920.1		0	0	0	24	0	0	0	0	0	0	0	8	0	0	0	14	0	0	0	0	0	2
POFUT2	POFUT2	NM_015227.6	protein_coding	0	2	0	48	14	0	0	0	0	0	0	11	0	19	0	0	0	0	1	0	1	4
POFUT2	POFUT2	NM_133635.6	protein_coding	0	2	0	48	6	0	0	0	0	0	0	11	0	27	0	0	0	0	1	0	1	4
POFUT2	POFUT2	NR_004858.3		0	1	0	48	0	0	0	0	0	0	0	11	0	26	0	8	0	0	1	0	0	4
POFUT2	POFUT2	NR_148026.1		0	0	0	13	0	0	0	0	0	0	0	6	0	2	0	1	0	0	0	0	0	4
POTED	POTED	NM_174981.3	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
PPP1R2P2	PPP1R2P2	NR_144547.1		0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	4
PRDM15	PRDM15	NM_001040424.2	protein_coding	0	9	2	297	8	0	0	0	0	0	0	8	0	276	2	0	0	0	2	0	7	7
PRDM15	PRDM15	NM_001282934.1	protein_coding	0	9	2	297	8	0	0	0	0	0	0	8	0	276	2	0	0	0	2	0	7	7
PRDM15	PRDM15	NM_022115.4	protein_coding	0	11	4	289	0	0	0	0	0	0	0	12	0	274	4	0	0	0	4	0	7	7
PRDM15	PRDM15	NR_104257.2		0	2	0	306	0	0	0	0	0	0	0	8	0	276	0	17	0	0	2	0	0	7
PRDM15	PRDM15	NR_104258.2		0	2	0	306	0	0	0	0	0	0	0	8	0	276	0	17	0	0	2	0	0	7
PRDM15	PRDM15	NR_104260.1		0	2	0	273	0	0	0	0	0	0	0	8	0	233	0	14	0	0	2	0	0	20
PRDM15	PRDM15	NR_135464.2		0	2	0	306	0	0	0	0	0	0	0	8	0	279	0	14	0	0	2	0	0	7
PRMT2	PRMT2	NM_001242864.2	protein_coding	0	2	0	62	4	0	0	0	0	0	0	8	0	42	0	0	0	0	0	0	2	8
PRMT2	PRMT2	NM_001242865.2	protein_coding	0	2	1	41	3	0	0	0	0	0	0	5	0	25	1	0	0	0	0	0	2	8
PRMT2	PRMT2	NM_001242866.3	protein_coding	0	2	0	54	5	0	0	0	0	0	0	8	0	33	0	0	0	0	0	0	2	8
PRMT2	PRMT2	NM_001286676.1	protein_coding	0	2	0	62	4	0	0	0	0	0	0	8	0	42	0	0	0	0	0	0	2	8
PRMT2	PRMT2	NM_001286677.1	protein_coding	0	2	0	62	4	0	0	0	0	0	0	8	0	42	0	0	0	0	0	0	2	8
PRMT2	PRMT2	NM_001286678.1	protein_coding	0	2	0	62	4	0	0	0	0	0	0	8	0	42	0	0	0	0	0	0	2	8
PRMT2	PRMT2	NM_001535.4	protein_coding	0	2	0	62	4	0	0	0	0	0	0	8	0	42	0	0	0	0	0	0	2	8
PRMT2	PRMT2	NM_206962.4	protein_coding	0	2	0	62	4	0	0	0	0	0	0	8	0	42	0	0	0	0	0	0	2	8
PSMG1	PSMG1	NM_001261824.1	protein_coding	0	2	0	53	1	0	1	0	0	0	0	18	0	20	0	0	0	0	0	0	2	13
PSMG1	PSMG1	NM_001320795.1	protein_coding	0	2	0	53	1	0	2	0	0	0	0	18	0	19	0	0	0	0	0	0	2	13
PSMG1	PSMG1	NM_003720.4	protein_coding	0	2	0	53	3	0	1	0	0	0	0	17	0	20	0	0	0	0	0	0	2	12
PSMG1	PSMG1	NM_203433.2	protein_coding	0	2	0	53	1	0	1	0	0	0	0	18	0	20	0	0	0	0	0	0	2	13
PSMG1	PSMG1	NR_049728.1		0	0	0	55	0	0	0	0	0	0	0	18	0	20	0	4	0	0	0	0	0	13
PTTG1IP	PTTG1IP	NM_001286822.1	protein_coding	0	0	1	68	4	0	3	0	0	0	0	8	0	45	1	0	0	0	0	0	0	8
PTTG1IP	PTTG1IP	NM_004339.4	protein_coding	0	0	0	69	5	0	0	0	0	0	0	8	0	45	0	0	0	0	0	0	0	11
PTTG1IP	PTTG1IP	NR_104597.1		0	0	0	69	0	0	0	0	0	0	0	8	0	45	0	8	0	0	0	0	0	8
PWP2	PWP2.2	NM_005049.3.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RBM11	RBM11	NM_001320602.2	protein_coding	0	0	2	48	3	0	0	0	0	0	0	17	0	24	2	0	0	0	0	0	0	4
RBM11	RBM11	NM_144770.5	protein_coding	0	0	2	48	3	0	0	0	0	0	0	17	0	24	2	0	0	0	0	0	0	4
RBM11	RBM11	NR_135308.2		0	0	0	50	0	0	0	0	0	0	0	17	0	24	0	5	0	0	0	0	0	4
RBM11	RBM11	NR_135309.2		0	0	0	50	0	0	0	0	0	0	0	17	0	24	0	5	0	0	0	0	0	4
RBM11	RBM11	NR_135310.2		0	0	0	50	0	0	0	0	0	0	0	17	0	24	0	5	0	0	0	0	0	4
RBM11	RBM11	NR_135311.2		0	0	0	50	0	0	0	0	0	0	0	17	0	24	0	5	0	0	0	0	0	4
RCAN1	RCAN1	NM_001285389.2	protein_coding	0	1	0	236	1	0	0	0	0	0	0	8	0	220	0	0	0	0	0	0	1	7
RCAN1	RCAN1	NM_001285391.2	protein_coding	0	1	0	31	1	0	0	0	0	0	0	8	0	14	0	0	0	0	0	0	1	8
RCAN1	RCAN1	NM_001285392.2	protein_coding	0	1	0	31	1	0	0	0	0	0	0	8	0	14	0	0	0	0	0	0	1	8
RCAN1	RCAN1	NM_001285393.2	protein_coding	0	1	0	31	1	0	0	0	0	0	0	8	0	14	0	0	0	0	0	0	1	8
RCAN1	RCAN1	NM_001331016.1	protein_coding	0	1	1	25	0	0	0	0	0	0	0	6	0	11	1	0	0	0	0	0	1	8
RCAN1	RCAN1	NM_004414.7	protein_coding	0	1	0	237	1	0	0	0	0	0	0	8	0	220	0	0	0	0	0	0	1	8
RCAN1	RCAN1	NM_203417.2	protein_coding	0	1	0	236	1	0	0	0	0	0	0	8	0	220	0	0	0	0	0	0	1	7
RCAN1	RCAN1	NM_203418.3	protein_coding	0	1	0	33	1	0	0	0	0	0	0	8	0	16	0	0	0	0	0	0	1	8
RIPK4	RIPK4	NM_020639.3	protein_coding	0	11	3	49	3	0	0	0	0	0	0	10	0	27	3	0	0	0	1	0	11	9
RIPPLY3	RIPPLY3	NM_001317768.1	protein_coding	0	1	0	38	0	0	0	0	0	0	0	10	0	24	0	0	0	0	1	0	0	5
RIPPLY3	RIPPLY3	NM_001317777.1	protein_coding	0	0	0	39	0	0	0	0	0	0	0	10	0	24	0	0	0	0	0	0	0	5
RIPPLY3	RIPPLY3	NM_018962.3	protein_coding	0	1	0	36	0	0	0	0	0	0	0	10	0	24	0	0	0	0	1	0	0	3
RNA28SN2	RNA28SN2	NR_146148.1		0	0	0	10	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
RNA28SN5	RNA28SN5.2	NR_003287.4.2		0	0	0	19	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0
RNA45SN2	RNA45SN2	NR_146144.1		0	0	0	10	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
RRP1	RRP1	NM_003683.6	protein_coding	0	1	0	39	8	0	1	0	0	0	0	6	0	21	0	0	0	0	0	0	1	3
RRP1B	RRP1B	NM_015056.3	protein_coding	0	2	2	75	4	0	0	0	0	0	0	21	0	40	2	0	0	0	0	0	2	10
RSPH1	RSPH1	NM_001286506.2	protein_coding	0	3	1	62	4	0	0	0	0	0	0	9	0	42	1	0	0	0	0	0	3	7
RSPH1	RSPH1	NM_080860.4	protein_coding	0	3	1	62	4	0	0	0	0	0	0	9	0	42	1	0	0	0	0	0	3	7
RUNX1	RUNX1	NM_001001890.3	protein_coding	0	0	0	99	1	0	0	0	0	0	0	3	0	94	0	0	0	0	0	0	0	1
RUNX1	RUNX1	NM_001122607.2	protein_coding	0	0	0	80	1	0	0	0	0	0	0	6	0	72	0	0	0	0	0	0	0	1
RUNX1	RUNX1	NM_001754.4	protein_coding	0	0	0	284	1	0	0	0	0	0	0	3	0	273	0	0	0	0	0	0	0	7
RUNX1-IT1	RUNX1-IT1	NR_026812.1		0	0	0	15	0	0	0	0	0	0	0	8	0	0	0	3	0	0	0	0	0	4
RWDD2B	RWDD2B	NM_001320724.1	protein_coding	0	0	0	36	3	0	3	0	0	0	0	8	0	15	0	0	0	0	0	0	0	7
RWDD2B	RWDD2B	NM_016940.3	protein_coding	0	0	0	38	6	0	0	0	0	0	0	7	0	15	0	0	0	0	0	0	0	10
S100B	S100B	NM_006272.3	protein_coding	0	1	0	29	1	0	0	0	0	0	0	8	0	12	0	0	0	0	0	0	1	8
SAMSN1	SAMSN1	NM_001256370.1	protein_coding	0	0	4	130	0	0	1	0	0	0	0	3	0	118	4	0	0	0	0	0	0	8
SAMSN1	SAMSN1	NM_001286523.1	protein_coding	0	1	1	91	0	1	3	0	0	0	0	3	0	81	1	0	0	0	0	0	0	4
SAMSN1	SAMSN1	NM_022136.5	protein_coding	0	1	1	90	0	0	1	0	0	0	0	3	0	82	1	0	0	0	0	0	1	4
SAMSN1-AS1	SAMSN1-AS1	NR_046512.2		0	0	0	42	0	0	0	0	0	0	0	6	0	24	0	3	0	0	0	0	0	9
SCAF4	SCAF4	NM_001145444.1	protein_coding	0	1	1	42	0	0	0	0	0	0	0	2	0	40	1	0	0	0	0	0	1	0
SCAF4	SCAF4	NM_001145445.1	protein_coding	0	1	1	42	0	0	0	0	0	0	0	2	0	40	1	0	0	0	0	0	1	0
SCAF4	SCAF4	NM_020706.2	protein_coding	0	1	1	42	0	0	0	0	0	0	0	2	0	40	1	0	0	0	0	0	1	0
SETD4	SETD4	NM_001007259.2	protein_coding	0	1	0	48	0	0	1	0	0	0	0	9	0	32	0	0	0	0	0	0	1	6
SETD4	SETD4	NM_001007261.2	protein_coding	0	1	0	48	0	0	1	0	0	0	0	9	0	32	0	0	0	0	0	0	1	6
SETD4	SETD4	NM_001286752.2	protein_coding	0	1	1	68	1	0	1	0	0	0	0	13	0	47	1	0	0	0	0	0	1	6
SETD4	SETD4	NM_017438.5	protein_coding	0	1	1	68	1	0	0	0	0	0	0	13	0	48	1	0	0	0	0	0	1	6
SETD4	SETD4	NR_040087.3		0	0	0	70	0	0	0	0	0	0	0	13	0	49	0	2	0	0	0	0	0	6
SH3BGR	SH3BGR	NM_001001713.1	protein_coding	0	0	2	139	0	0	0	0	0	0	1	2	0	116	1	0	0	0	0	0	0	21
SH3BGR	SH3BGR	NM_001317740.1	protein_coding	0	0	3	116	0	0	0	0	0	0	1	2	0	109	2	0	0	0	0	0	0	5
SH3BGR	SH3BGR	NM_001317741.1	protein_coding	0	0	1	140	0	0	0	0	0	0	1	2	0	117	0	0	0	0	0	0	0	21
SH3BGR	SH3BGR	NM_001317742.1	protein_coding	0	0	2	139	0	0	0	0	0	0	1	2	0	116	1	0	0	0	0	0	0	21
SH3BGR	SH3BGR	NM_007341.2	protein_coding	0	0	4	115	0	0	0	0	0	0	1	2	0	108	3	0	0	0	0	0	0	5
SIM2	SIM2	NM_005069.6	protein_coding	0	2	3	90	1	0	3	0	0	0	0	2	0	76	3	0	0	0	1	0	1	9
SIM2	SIM2	NM_009586.5	protein_coding	0	3	3	87	2	0	3	0	0	0	0	2	0	72	3	0	0	0	1	0	2	9
SLC19A1	SLC19A1	NM_001205206.3	protein_coding	0	1	1	93	6	0	1	0	0	0	0	21	0	61	1	0	0	0	0	0	1	4
SLC19A1	SLC19A1	NM_001205207.3	protein_coding	0	1	0	87	8	0	0	0	0	0	0	21	0	43	0	0	0	0	0	0	1	15
SLC19A1	SLC19A1	NM_001352510.2	protein_coding	0	1	0	94	8	0	2	0	0	0	0	21	0	59	0	0	0	0	0	0	1	4
SLC19A1	SLC19A1	NM_001352511.2	protein_coding	0	1	1	125	6	0	1	0	0	0	0	21	0	92	1	0	0	0	0	0	1	5
SLC19A1	SLC19A1	NM_001352512.2	protein_coding	0	1	1	93	8	0	1	0	0	0	0	21	0	59	1	0	0	0	0	0	1	4
SLC19A1	SLC19A1	NM_194255.4	protein_coding	0	1	1	93	8	0	1	0	0	0	0	21	0	59	1	0	0	0	0	0	1	4
SLC37A1	SLC37A1	NM_001320537.2	protein_coding	0	4	1	236	5	0	0	0	0	0	0	23	0	201	1	0	0	0	1	0	3	8
SLC37A1	SLC37A1	NM_018964.4	protein_coding	0	3	1	246	5	0	0	0	0	0	0	23	0	212	1	0	0	0	0	0	3	6
SLC5A3	SLC5A3	NM_006933.7	protein_coding	0	0	0	87	16	0	3	0	0	0	0	5	0	61	0	0	0	0	0	0	0	2
SMIM11A	SMIM11A	NM_058182.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SMIM11A	SMIM11A.2	NM_058182.4.2	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
SMIM11B	SMIM11B	NM_001313692.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SMIM11B	SMIM11B.2	NM_001313692.1.2	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
SNORA80A	SNORA80A	NR_002996.2		0	0	0	9	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	3
SNORA91	SNORA91	NR_132773.1		0	0	0	12	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	5
SNORD159	SNORD159	NR_145780.1		0	0	0	26	0	0	0	0	0	0	0	13	0	0	0	1	0	0	0	0	0	12
SNORD74B	SNORD74B	NR_145757.1		0	0	0	7	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3
SOD1	SOD1	NM_000454.4	protein_coding	0	1	0	10	0	1	1	0	0	0	0	2	0	6	0	0	0	0	0	0	0	1
SON	SON	NM_001291411.1	protein_coding	0	4	5	12	0	0	0	0	0	0	0	0	0	9	5	0	0	0	0	0	4	3
SON	SON	NM_001291412.2	protein_coding	2	1	0	48	1	0	0	0	0	0	0	12	2	32	0	0	0	0	0	0	1	3
SON	SON	NM_032195.2	protein_coding	0	4	5	12	0	0	0	0	0	0	0	0	0	9	5	0	0	0	0	0	4	3
SON	SON	NM_138927.3	protein_coding	2	5	5	39	1	0	0	0	0	0	0	12	2	23	5	0	0	0	0	0	5	3
SON	SON	NR_103797.1		0	0	0	51	0	0	0	0	0	0	0	12	0	25	0	11	0	0	0	0	0	3
SPATC1L	SPATC1L.2	NM_001142854.2.2	protein_coding	0	3	4	80	3	0	1	0	0	0	0	5	0	63	4	0	0	0	1	0	2	8
SPATC1L	SPATC1L.2	NM_032261.5	protein_coding	0	2	4	81	3	0	0	0	0	0	0	5	0	65	4	0	0	0	1	0	1	8
SSR4P1	SSR4P1	NR_027292.2		0	0	0	17	0	0	0	0	0	0	0	8	0	0	0	4	0	0	0	0	0	5
SUMO3	SUMO3	NM_001286416.1	protein_coding	0	0	2	28	2	0	0	0	0	0	0	4	0	19	2	0	0	0	0	0	0	3
SUMO3	SUMO3	NM_006936.3	protein_coding	0	0	0	30	2	0	0	0	0	0	0	4	0	21	0	0	0	0	0	0	0	3
SYNJ1	SYNJ1	NM_001160302.1	protein_coding	0	3	1	101	4	0	0	0	0	0	0	17	0	79	1	0	0	0	2	0	1	3
SYNJ1	SYNJ1	NM_001160306.2	protein_coding	0	3	2	100	3	0	0	0	1	0	0	17	0	79	1	0	0	0	2	0	1	3
SYNJ1	SYNJ1	NM_003895.3	protein_coding	0	3	2	101	3	0	0	0	1	0	0	17	0	79	1	0	0	0	2	0	1	4
SYNJ1	SYNJ1	NM_203446.3	protein_coding	0	3	1	102	4	0	0	0	0	0	0	17	0	79	1	0	0	0	2	0	1	4
TCP10L	TCP10L	NM_144659.7	protein_coding	0	1	1	34	5	0	0	0	0	0	0	5	0	21	1	0	0	0	0	0	1	3
TEKT4P2	TEKT4P2	NR_038327.2		0	0	0	199	0	0	0	0	0	0	0	10	0	162	0	16	0	0	0	0	0	11
TEKT4P2	TEKT4P2	NR_038328.2		0	0	0	199	0	0	0	0	0	0	0	10	0	167	0	11	0	0	0	0	0	11
TEKT4P2	TEKT4P2	NR_038329.2		0	0	0	158	0	0	0	0	0	0	0	61	0	86	0	0	0	0	0	0	0	11
TFF1	TFF1	NM_003225.3	protein_coding	0	1	2	52	1	0	1	0	0	0	0	13	0	12	2	0	0	0	1	0	0	26
TFF2	TFF2	NM_005423.5	protein_coding	0	0	0	45	2	0	0	0	0	0	0	16	0	14	0	0	0	0	0	0	0	13
TFF3	TFF3	NM_003226.3	protein_coding	0	0	0	26	0	0	0	0	0	0	0	9	0	7	0	0	0	0	0	0	0	10
TIAM1	TIAM1	NM_001353684.1	protein_coding	0	2	1	82	5	0	0	0	0	0	0	8	0	70	1	0	0	0	1	0	1	0
TIAM1	TIAM1	NM_001353685.1	protein_coding	0	2	1	82	5	0	0	0	0	0	0	8	0	70	1	0	0	0	1	0	1	0
TIAM1	TIAM1	NM_001353686.1	protein_coding	0	4	4	179	5	0	2	0	0	0	0	8	0	159	4	0	0	0	2	0	2	6
TIAM1	TIAM1	NM_001353687.1	protein_coding	0	4	4	179	5	0	2	0	0	0	0	8	0	159	4	0	0	0	2	0	2	6
TIAM1	TIAM1	NM_001353688.1	protein_coding	0	3	4	505	5	0	1	0	0	0	0	8	0	487	4	0	0	0	1	0	2	5
TIAM1	TIAM1	NM_001353689.1	protein_coding	0	3	4	505	5	0	1	0	0	0	0	8	0	487	4	0	0	0	1	0	2	5
TIAM1	TIAM1	NM_001353690.1	protein_coding	0	3	4	505	5	0	1	0	0	0	0	8	0	487	4	0	0	0	1	0	2	5
TIAM1	TIAM1	NM_001353691.1	protein_coding	0	3	4	505	5	0	1	0	0	0	0	8	0	487	4	0	0	0	1	0	2	5
TIAM1	TIAM1	NM_001353692.1	protein_coding	0	3	4	505	5	0	1	0	0	0	0	8	0	487	4	0	0	0	1	0	2	5
TIAM1	TIAM1	NM_001353693.1	protein_coding	0	3	4	505	5	0	1	0	0	0	0	8	0	487	4	0	0	0	1	0	2	5
